class,cap-shape,cap-surface,cap-color,bruises,odor,population,habitat
p,x,f,g,f,f,y,p
e,f,f,e,t,n,y,d
p,x,f,g,f,f,v,g
e,f,y,g,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,y,d
e,f,f,e,t,n,y,d
e,x,f,g,t,n,v,d
e,f,y,g,t,n,v,d
p,x,f,w,f,c,s,d
e,f,f,e,t,n,y,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,y,d
e,x,f,e,t,n,v,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,v,g
e,x,f,g,t,n,v,d
p,x,f,g,f,f,y,d
e,f,y,g,t,n,v,d
e,f,y,n,t,n,y,d
p,x,y,g,f,f,v,d
e,f,y,g,t,n,y,d
p,f,f,g,f,f,v,d
e,f,y,e,t,n,y,d
p,x,s,g,f,c,v,d
e,f,y,e,t,n,v,d
e,f,y,n,t,n,y,d
e,x,f,e,t,n,v,d
e,f,y,e,t,n,v,d
e,f,y,g,t,n,v,d
p,x,s,p,f,c,s,d
p,f,f,g,f,f,v,d
e,f,f,g,t,n,v,d
e,f,f,e,t,n,y,d
p,x,f,p,f,c,v,d
e,f,f,n,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,y,d
e,x,f,g,t,n,y,d
p,x,s,w,f,c,v,d
e,f,y,g,t,n,y,d
p,x,y,g,f,f,v,d
e,f,y,n,t,n,v,d
e,f,y,n,t,n,v,d
p,x,s,g,f,c,s,d
e,f,y,g,t,n,y,d
e,f,y,e,t,n,v,d
p,x,f,g,f,f,y,d
e,x,y,n,t,n,y,d
e,f,y,e,t,n,v,d
e,f,f,e,t,n,v,d
p,x,s,p,f,c,s,d
p,x,f,g,f,f,v,d
e,f,y,e,t,n,v,d
e,f,y,g,t,n,v,d
p,x,s,p,f,c,v,d
e,f,f,g,t,n,y,d
e,f,f,e,t,n,y,d
e,f,f,n,t,n,v,d
e,x,y,g,t,n,v,d
e,x,y,n,t,n,y,d
e,f,y,n,t,n,y,d
p,x,f,p,f,c,v,d
e,f,f,e,t,n,v,d
p,x,y,y,f,f,y,d
p,x,s,g,f,c,v,d
e,f,y,n,t,n,v,d
p,f,f,g,f,f,v,d
p,x,f,g,f,c,s,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,g,t,n,v,d
e,x,y,n,t,n,y,d
p,x,f,y,f,f,v,g
e,f,f,g,t,n,y,d
p,x,f,g,f,f,v,p
e,f,y,e,t,n,v,d
e,f,f,e,t,n,y,d
p,f,f,g,f,f,y,d
e,f,f,e,t,n,v,d
p,x,f,y,f,f,y,p
e,f,f,e,t,n,v,d
e,f,f,g,t,n,v,d
e,f,f,e,t,n,v,d
e,f,y,e,t,n,v,d
e,f,y,e,t,n,y,d
e,f,y,n,t,n,v,d
e,f,f,g,t,n,v,d
e,f,f,e,t,n,v,d
p,x,f,g,f,f,v,g
e,f,y,n,t,n,y,d
p,x,f,g,f,c,v,d
e,f,y,n,t,n,v,d
e,f,y,g,t,n,v,d
e,x,f,e,t,n,y,d
e,f,y,e,t,n,y,d
e,f,f,g,t,n,v,d
e,x,y,g,t,n,v,d
p,x,f,p,f,c,s,d
e,x,y,n,t,n,y,d
e,f,y,n,t,n,v,d
e,f,y,g,t,n,y,d
p,f,f,g,f,f,y,g
e,f,y,g,t,n,v,d
e,f,y,e,t,n,y,d
p,x,f,g,f,f,y,g
e,f,y,n,t,n,y,d
p,x,f,g,f,f,v,g
e,f,f,e,t,n,y,d
e,x,y,n,t,n,y,d
e,x,y,g,t,n,y,d
e,f,y,e,t,n,v,d
p,x,y,g,f,f,v,d
p,x,s,g,f,c,v,d
p,x,f,g,f,f,v,g
p,x,f,g,f,f,v,p
p,f,f,g,f,f,y,p
e,f,f,g,t,n,v,d
p,x,f,g,f,f,v,d
e,f,y,e,t,n,v,d
e,f,y,n,t,n,v,d
e,f,y,n,t,n,y,d
p,x,y,y,f,f,y,d
e,f,y,g,t,n,y,d
p,x,f,p,f,c,s,d
e,f,f,e,t,n,y,d
e,f,y,n,t,n,y,d
e,x,y,n,t,n,v,d
e,f,f,e,t,n,y,d
p,x,f,g,f,f,y,g
p,x,f,g,f,f,v,p
e,f,f,g,t,n,v,d
e,x,f,n,t,n,v,d
p,x,f,g,f,f,v,d
e,f,f,g,t,n,y,d
p,x,f,p,f,c,s,d
e,f,y,n,t,n,v,d
e,f,y,g,t,n,y,d
p,x,f,g,f,f,y,p
e,x,f,e,t,n,y,d
p,x,s,g,f,c,s,d
p,x,f,g,f,f,v,g
e,f,y,n,t,n,v,d
p,x,f,g,f,f,v,d
e,f,y,e,t,n,v,d
e,f,f,g,t,n,y,d
e,f,f,g,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,e,t,n,y,d
e,f,y,g,t,n,y,d
e,f,y,e,t,n,y,d
e,f,y,n,t,n,y,d
p,x,y,y,f,f,y,g
e,f,f,g,t,n,y,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,y,g
p,x,f,g,f,f,v,d
p,x,f,g,f,f,y,p
e,f,y,e,t,n,y,d
e,f,y,n,t,n,v,d
p,x,y,g,f,f,y,d
p,x,f,g,f,f,v,p
p,f,y,g,f,f,v,p
e,f,y,n,t,n,v,d
p,x,f,g,f,c,s,d
e,f,f,e,t,n,v,d
p,f,f,y,f,f,y,d
e,f,y,n,t,n,v,d
e,x,y,e,t,n,y,d
p,x,f,g,f,f,y,p
e,x,y,n,t,n,y,d
p,x,s,w,f,c,v,d
e,f,y,g,t,n,v,d
e,f,f,e,t,n,v,d
e,f,y,g,t,n,y,d
p,x,f,g,f,f,v,d
e,f,y,e,t,n,v,d
e,f,y,e,t,n,y,d
p,x,s,p,f,c,s,d
e,f,f,e,t,n,v,d
e,f,f,g,t,n,y,d
e,f,f,g,t,n,y,d
e,f,f,g,t,n,v,d
p,x,f,g,f,f,v,p
e,f,y,n,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,n,t,n,y,d
p,x,s,p,f,c,s,d
e,f,y,e,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,e,t,n,y,d
p,x,s,w,f,c,s,d
p,x,f,g,f,f,v,p
e,f,y,n,t,n,v,d
p,x,f,g,f,f,v,g
p,x,f,w,f,c,s,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,v,d
e,f,y,g,t,n,v,d
e,f,y,g,t,n,v,d
p,x,f,w,f,c,v,d
e,f,f,e,t,n,v,d
p,x,f,g,f,f,v,g
e,f,y,n,t,n,y,d
e,f,y,n,t,n,v,d
p,x,s,p,f,c,v,d
e,f,y,g,t,n,y,d
p,x,s,p,f,c,v,d
e,x,y,n,t,n,y,d
p,x,y,g,f,f,y,g
e,f,y,e,t,n,y,d
p,x,f,p,f,c,s,d
p,x,f,g,f,f,v,p
e,f,f,e,t,n,y,d
e,f,f,e,t,n,y,d
p,x,f,g,f,c,s,d
p,x,f,g,f,f,v,g
e,f,y,g,t,n,y,d
p,x,f,g,f,f,v,d
e,f,f,e,t,n,v,d
e,f,y,n,t,n,v,d
p,f,y,y,f,f,y,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,n,t,n,y,d
e,x,f,n,t,n,v,d
p,f,y,g,f,f,v,d
e,f,y,g,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,n,t,n,v,d
e,x,y,g,t,n,y,d
e,x,y,n,t,n,v,d
p,x,f,g,f,f,v,d
p,x,s,w,f,c,v,d
p,f,f,y,f,f,v,p
e,f,y,n,t,n,v,d
e,f,y,e,t,n,y,d
e,f,f,e,t,n,y,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,n,t,n,y,d
e,f,y,e,t,n,v,d
p,x,y,g,f,f,y,g
e,f,y,e,t,n,y,d
e,f,y,n,t,n,y,d
p,x,f,g,f,f,v,d
p,x,f,w,f,c,s,d
p,x,f,g,f,c,v,d
e,x,y,n,t,n,y,d
p,f,f,y,f,f,v,p
p,x,s,g,f,c,v,d
e,f,y,e,t,n,v,d
e,f,y,e,t,n,y,d
e,f,f,e,t,n,v,d
p,x,f,y,f,f,v,d
e,f,y,n,t,n,v,d
e,f,f,e,t,n,v,d
e,f,y,e,t,n,v,d
p,x,f,y,f,f,v,p
p,x,f,g,f,c,v,d
e,f,f,e,t,n,v,d
p,x,s,g,f,c,s,d
p,x,f,w,f,c,v,d
p,x,f,g,f,f,y,g
e,f,y,g,t,n,v,d
e,f,f,e,t,n,v,d
p,f,f,y,f,f,y,p
e,f,f,e,t,n,y,d
e,f,y,e,t,n,v,d
e,f,f,g,t,n,v,d
e,f,y,e,t,n,y,d
e,f,f,g,t,n,v,d
e,f,y,n,t,n,y,d
e,f,y,e,t,n,v,d
e,f,y,n,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,y,d
e,f,f,g,t,n,y,d
e,x,f,g,t,n,y,d
e,f,y,n,t,n,y,d
e,f,y,n,t,n,v,d
e,x,f,e,t,n,y,d
e,f,f,n,t,n,y,d
p,x,f,g,f,f,y,p
e,f,y,e,t,n,y,d
e,x,y,g,t,n,y,d
e,f,y,n,t,n,v,d
e,f,y,n,t,n,y,d
e,f,y,g,t,n,y,d
p,x,f,g,f,f,v,d
e,f,f,e,t,n,v,d
p,f,f,g,f,f,v,d
e,f,y,g,t,n,y,d
e,f,y,g,t,n,v,d
e,f,f,g,t,n,y,d
p,f,f,y,f,f,v,p
e,x,y,n,t,n,v,d
e,f,y,g,t,n,y,d
p,f,f,g,f,f,v,d
e,f,y,n,t,n,v,d
p,x,f,g,f,c,s,d
e,f,y,e,t,n,y,d
p,x,s,w,f,c,s,d
e,f,y,n,t,n,v,d
p,x,s,w,f,c,v,d
e,f,y,e,t,n,y,d
e,f,f,g,t,n,v,d
e,f,f,e,t,n,y,d
e,f,y,e,t,n,y,d
p,x,s,g,f,c,s,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,v,d
p,x,f,p,f,c,v,d
e,f,f,e,t,n,y,d
p,x,s,p,f,c,v,d
e,f,f,e,t,n,y,d
p,f,f,g,f,f,y,g
e,f,y,g,t,n,y,d
p,x,f,g,f,f,y,g
e,f,y,n,t,n,v,d
e,f,y,e,t,n,v,d
e,f,y,n,t,n,v,d
p,x,s,p,f,c,s,d
p,x,y,g,f,f,y,p
e,f,f,e,t,n,v,d
e,f,f,g,t,n,v,d
e,f,y,g,t,n,v,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,v,d
e,x,f,g,t,n,y,d
p,x,f,g,f,f,y,d
e,x,y,n,t,n,y,d
e,f,y,e,t,n,y,d
e,f,f,e,t,n,y,d
p,x,f,w,f,c,v,d
e,f,y,e,t,n,y,d
e,f,y,g,t,n,y,d
p,x,f,g,f,f,y,g
e,f,y,g,t,n,y,d
p,x,s,w,f,c,v,d
e,f,f,e,t,n,v,d
p,x,s,w,f,c,s,d
p,x,f,g,f,f,v,d
p,x,f,g,f,f,y,d
e,f,y,g,t,n,v,d
e,f,y,g,t,n,v,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,y,d
p,x,f,g,f,f,v,p
e,f,f,e,t,n,y,d
e,f,f,e,t,n,y,d
p,x,y,g,f,f,v,g
e,f,f,e,t,n,y,d
p,x,f,g,f,c,s,d
e,f,y,g,t,n,y,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,y,d
e,f,y,g,t,n,y,d
e,x,f,e,t,n,y,d
e,f,y,g,t,n,y,d
p,x,s,p,f,c,s,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,y,g
e,f,y,e,t,n,v,d
e,f,y,g,t,n,v,d
e,f,f,e,t,n,v,d
p,x,s,w,f,c,v,d
p,x,f,w,f,c,v,d
e,x,y,n,t,n,v,d
e,f,f,e,t,n,v,d
e,f,y,e,t,n,v,d
e,x,y,g,t,n,y,d
p,x,f,g,f,f,v,d
p,x,f,w,f,c,v,d
e,f,y,n,t,n,y,d
e,f,f,e,t,n,v,d
p,x,f,w,f,c,v,d
p,x,s,g,f,c,s,d
e,x,y,e,t,n,v,d
p,x,f,g,f,f,v,d
p,x,f,g,f,c,v,d
p,x,f,g,f,f,v,d
p,x,s,g,f,c,v,d
e,x,f,g,t,n,v,d
p,x,f,p,f,c,s,d
e,f,f,e,t,n,v,d
p,x,s,p,f,c,v,d
p,x,f,g,f,c,s,d
e,f,y,e,t,n,y,d
p,x,f,g,f,c,s,d
p,x,s,g,f,c,v,d
e,f,y,g,t,n,y,d
e,f,y,n,t,n,y,d
p,x,f,g,f,c,s,d
e,f,f,e,t,n,v,d
p,x,s,w,f,c,s,d
e,f,y,n,t,n,v,d
p,x,f,g,f,f,v,d
p,f,y,g,f,f,y,g
e,f,y,g,t,n,v,d
p,x,f,g,f,f,v,g
e,f,y,g,t,n,v,d
p,x,f,g,f,f,y,g
p,f,f,g,f,f,y,p
e,f,f,e,t,n,v,d
e,f,f,g,t,n,v,d
p,x,f,w,f,c,v,d
e,f,f,g,t,n,y,d
p,x,f,g,f,f,y,p
p,x,y,y,f,f,v,d
p,f,y,g,f,f,y,p
p,x,f,y,f,f,v,g
p,x,f,w,f,c,v,d
p,x,y,y,f,f,y,d
p,x,y,y,f,f,v,d
p,x,f,y,f,f,v,p
p,f,f,y,f,f,v,d
p,f,f,y,f,f,y,d
e,f,y,g,t,n,y,d
p,x,y,g,f,f,y,g
p,f,f,y,f,f,y,p
p,f,f,y,f,f,y,g
e,x,f,g,t,n,y,d
e,f,y,n,t,n,v,d
e,f,y,e,t,n,v,d
p,x,y,y,f,f,v,g
p,f,y,g,f,f,v,g
p,f,y,g,f,f,v,d
e,f,y,e,t,n,y,d
p,f,y,g,f,f,v,g
e,f,f,e,t,n,v,d
e,f,f,g,t,n,v,d
e,f,f,g,t,n,v,d
p,x,f,g,f,f,y,d
p,x,y,y,f,f,y,g
p,f,f,y,f,f,y,g
e,f,y,e,t,n,v,d
p,x,f,y,f,f,y,d
p,f,y,g,f,f,y,p
p,f,f,y,f,f,v,g
p,f,y,y,f,f,v,d
p,x,y,g,f,f,y,p
p,f,f,y,f,f,v,p
p,x,s,p,f,c,s,d
p,x,y,y,f,f,v,g
e,f,f,e,t,n,v,d
e,f,y,e,t,n,y,d
p,x,f,p,f,c,v,d
p,x,f,y,f,f,v,g
p,f,y,g,f,f,v,g
e,x,y,g,t,n,y,d
e,f,f,e,t,n,y,d
p,f,y,g,f,f,v,d
e,f,y,g,t,n,v,d
p,x,f,y,f,f,v,d
p,f,y,g,f,f,y,g
e,f,f,e,t,n,v,d
p,x,y,y,f,f,v,g
p,f,f,y,f,f,y,g
p,x,y,y,f,f,v,g
p,f,f,g,f,f,y,g
p,x,s,p,f,c,s,d
p,x,f,g,f,c,s,d
p,x,y,g,f,f,v,p
p,x,y,y,f,f,y,p
p,f,f,g,f,f,v,d
e,f,y,g,t,n,v,d
p,x,s,g,t,f,v,u
p,x,y,y,f,f,y,d
e,f,f,g,t,n,v,d
p,f,f,y,f,f,y,d
p,x,y,g,f,f,y,p
p,f,f,y,f,f,v,p
p,x,y,g,f,f,y,g
p,f,y,g,f,f,y,g
p,f,y,y,f,f,y,p
p,x,f,y,f,f,y,p
p,x,s,w,f,c,v,d
p,x,y,g,f,f,v,p
p,x,f,g,f,f,y,p
e,f,y,n,t,n,v,d
e,f,f,g,t,n,v,d
p,x,f,y,f,f,y,p
p,x,s,p,f,c,s,d
p,f,f,g,f,f,v,g
p,x,f,g,f,f,v,g
p,x,s,w,f,c,v,d
e,f,f,e,t,n,v,d
p,f,y,g,f,f,v,g
p,x,f,p,f,c,v,d
p,f,s,w,t,f,v,g
p,x,y,y,f,f,v,p
e,x,y,b,t,n,c,w
p,f,f,g,f,f,y,g
p,x,f,g,f,f,y,g
p,x,f,y,f,f,y,g
p,f,f,y,f,f,y,g
e,f,f,g,t,n,y,d
p,x,f,y,f,f,v,d
p,x,y,g,f,f,v,d
p,f,f,g,f,f,y,g
p,x,f,g,f,c,s,d
p,x,f,g,f,c,v,d
p,x,y,g,f,f,v,g
p,x,s,g,t,f,s,g
p,x,y,g,f,f,v,g
e,f,y,g,t,n,y,d
p,f,f,y,f,f,v,d
e,f,f,e,t,n,v,d
p,f,y,g,f,f,y,p
e,f,y,n,t,n,v,d
e,f,f,e,t,n,y,d
p,x,y,g,f,f,y,p
p,x,y,g,f,f,y,d
e,f,f,e,t,n,v,d
p,f,f,g,f,f,v,p
e,f,f,g,t,n,y,d
e,f,y,e,t,n,y,d
e,f,y,e,t,n,v,d
p,f,f,g,f,f,y,p
e,x,f,e,t,n,v,d
p,f,y,g,f,f,v,d
p,x,y,y,f,f,v,p
p,f,y,y,f,f,v,d
p,x,f,y,f,f,v,p
p,x,y,y,f,f,v,d
e,x,f,g,t,n,v,d
e,x,y,g,t,n,v,d
p,f,y,g,f,f,v,g
p,f,f,y,f,f,y,d
p,x,y,g,f,f,y,p
p,x,y,e,f,y,v,p
p,x,y,g,f,f,y,p
p,x,y,g,f,f,v,g
p,x,s,g,f,c,v,d
p,f,f,g,f,f,v,g
p,f,s,b,t,f,s,g
p,x,y,g,f,f,v,d
p,x,y,y,f,f,y,d
p,x,s,w,f,c,s,d
p,x,y,y,f,f,v,d
e,f,f,e,t,n,v,d
p,x,y,g,f,f,y,g
p,x,f,y,f,f,v,d
p,x,f,y,f,f,v,p
p,f,f,g,f,f,v,g
p,x,f,y,f,f,y,d
e,f,f,g,t,n,v,d
p,x,f,g,f,f,y,d
e,f,y,n,t,n,y,d
p,f,y,g,f,f,v,d
p,f,f,g,f,f,y,p
p,f,f,g,f,f,v,d
p,x,s,w,f,c,v,d
p,x,y,g,f,f,y,d
e,f,y,n,t,n,v,d
p,x,f,w,f,c,s,d
p,x,f,y,f,f,v,d
p,x,f,y,f,f,y,d
p,x,f,p,f,c,v,d
p,f,f,y,f,f,y,d
p,f,f,g,f,f,v,p
e,f,y,e,t,n,v,d
p,x,y,y,f,f,v,p
p,f,f,y,f,f,v,p
p,x,f,g,f,c,s,d
p,x,s,p,f,c,v,d
e,x,f,e,t,n,v,d
p,x,y,y,f,f,v,g
e,f,f,n,t,n,y,d
e,f,y,e,t,n,y,d
p,f,y,y,f,f,y,d
p,x,f,y,f,f,y,g
p,x,y,g,f,f,v,d
p,f,f,g,f,f,y,d
p,f,f,y,f,f,y,p
e,f,y,g,t,n,y,d
p,x,y,g,f,f,v,p
p,x,y,y,f,f,v,p
p,f,f,g,f,f,v,p
p,f,f,y,f,f,y,p
e,f,f,e,t,n,v,d
e,f,y,n,t,n,v,d
p,x,f,y,f,f,y,g
e,f,y,u,f,n,y,d
e,f,y,n,t,n,y,d
p,f,y,y,f,f,v,g
p,f,f,y,f,f,v,g
p,x,y,g,f,f,y,d
p,x,y,g,f,f,y,p
p,f,f,y,f,f,v,p
p,x,y,y,f,f,y,d
p,x,f,y,f,f,v,p
p,x,y,g,f,f,v,p
p,x,f,y,f,f,y,p
e,x,f,g,t,n,v,d
p,f,y,g,f,f,y,d
e,f,y,e,t,n,v,d
p,x,f,g,f,f,v,d
p,f,f,y,f,f,v,d
e,f,y,n,t,n,y,d
e,f,f,g,t,n,y,d
p,f,y,g,f,f,v,g
e,x,f,e,t,n,v,d
e,f,f,e,t,n,y,d
p,f,y,y,f,f,v,p
p,x,f,w,f,c,v,d
p,x,y,g,f,f,y,d
p,x,y,e,f,y,v,d
p,x,f,y,f,f,v,p
p,f,y,g,f,f,y,d
e,f,y,g,t,n,y,d
p,x,y,n,f,f,v,l
e,f,y,e,t,n,v,d
p,b,s,b,t,n,v,m
e,f,f,g,t,n,y,d
p,f,f,g,f,f,v,g
e,f,y,g,t,n,y,d
p,f,f,y,f,f,y,p
p,f,f,y,f,f,y,g
p,f,f,g,f,f,v,g
e,f,f,e,t,n,v,d
p,x,f,g,f,f,y,p
p,f,f,y,f,f,v,g
p,x,f,y,f,f,v,d
p,x,f,y,f,f,y,p
p,f,f,y,f,f,v,g
p,f,f,y,f,f,v,g
p,x,y,g,f,f,v,p
e,f,y,e,t,n,v,d
p,f,f,g,f,f,v,d
p,f,f,y,f,f,v,g
e,f,f,n,t,n,v,d
p,x,y,y,f,f,v,p
p,x,y,y,f,f,v,p
e,f,y,n,t,n,y,d
p,f,y,g,f,f,y,p
e,f,f,e,t,n,y,d
p,x,y,y,f,f,v,g
p,f,y,g,f,f,v,d
p,x,y,y,f,f,v,d
p,x,s,g,f,c,s,d
e,f,f,g,t,n,v,d
p,f,y,g,f,f,y,g
p,x,f,g,f,f,y,d
p,f,y,g,f,f,v,p
e,f,y,n,t,n,v,d
p,x,y,y,f,f,y,d
p,f,f,g,f,f,y,d
e,f,y,e,t,n,v,d
e,f,y,e,t,n,v,d
p,f,s,g,t,f,v,u
p,x,f,g,f,f,y,p
p,f,y,g,f,f,v,p
p,x,y,g,f,f,v,p
p,x,f,y,f,f,v,d
p,f,y,g,f,f,v,d
p,f,y,g,f,f,v,p
e,f,y,e,t,n,y,d
p,x,y,g,f,f,v,g
p,f,y,g,f,f,v,g
p,x,y,g,f,f,y,p
e,f,f,e,t,n,v,d
e,f,y,e,t,n,v,d
e,f,y,e,t,n,y,d
p,f,f,y,f,f,v,g
p,f,f,g,f,f,y,p
e,f,y,n,t,n,y,d
p,x,y,g,f,f,y,g
e,f,f,g,t,n,v,d
p,x,f,y,f,f,v,p
p,x,y,y,f,f,v,d
p,x,y,y,f,f,v,d
e,f,f,c,f,n,v,l
p,x,f,g,f,f,v,d
p,f,f,g,f,f,y,g
p,x,y,g,f,f,v,g
p,f,y,g,f,f,y,g
p,x,s,b,t,f,s,u
p,f,f,g,f,f,v,d
p,x,y,g,f,f,v,g
p,f,f,y,f,f,y,p
p,f,f,g,f,f,v,p
p,f,f,g,f,f,y,d
e,f,f,g,t,n,y,d
p,x,f,y,f,f,y,p
p,x,f,y,f,f,y,p
e,f,y,e,t,n,y,d
p,f,y,g,f,f,v,p
p,f,f,g,f,f,y,d
p,x,y,y,f,f,y,d
e,f,f,g,t,n,y,d
p,x,f,g,f,f,v,g
p,x,f,g,f,f,y,p
e,f,y,n,t,n,y,d
e,f,f,g,t,n,v,d
p,x,y,g,f,f,v,d
p,f,y,y,f,f,v,p
p,f,f,y,f,f,v,d
p,f,f,g,f,f,v,p
p,f,f,g,f,f,y,p
p,f,y,g,f,f,y,g
p,f,s,b,t,f,s,u
e,f,f,e,t,n,y,d
p,x,y,n,f,y,v,d
e,x,y,g,t,n,v,d
p,x,f,g,f,c,v,d
p,x,f,p,f,c,v,d
p,x,y,n,f,y,v,l
p,f,f,g,f,f,y,p
p,x,f,y,f,f,v,g
p,x,s,g,t,f,s,u
p,f,y,g,f,f,y,p
p,x,f,y,f,f,y,d
p,f,y,g,f,f,y,p
p,f,f,g,f,f,y,d
p,f,y,g,f,f,y,d
p,x,y,g,f,f,y,g
p,f,f,g,f,f,y,g
p,x,f,y,f,f,y,g
p,f,f,y,f,f,v,g
p,x,f,y,f,f,v,g
p,x,f,y,f,f,y,g
p,x,y,y,f,f,v,g
p,f,s,g,t,f,v,u
p,x,f,y,f,f,y,g
p,f,f,y,f,f,y,g
p,f,y,g,f,f,y,d
p,f,f,y,f,f,y,d
p,f,f,y,f,f,v,d
p,x,y,g,f,f,v,p
p,x,y,g,f,f,y,p
e,f,y,e,t,n,v,d
p,f,f,y,f,f,v,d
p,f,f,g,f,f,y,d
p,f,y,g,f,f,v,p
p,x,f,y,f,f,v,g
p,x,f,y,f,f,v,p
p,x,f,g,f,f,y,d
p,x,y,y,f,f,y,p
p,f,s,w,t,f,s,u
p,f,f,y,f,f,v,g
p,f,f,y,f,f,v,d
p,f,y,g,f,f,y,p
p,f,f,y,f,f,y,d
p,f,f,y,f,f,v,d
p,f,f,g,f,f,v,p
p,x,y,g,f,f,y,g
p,x,f,y,f,f,y,p
p,f,f,g,f,f,v,g
p,x,f,y,f,f,y,d
p,f,y,g,f,f,v,d
p,x,y,y,f,f,v,d
p,x,s,w,t,f,s,g
p,f,f,g,f,f,y,g
p,x,s,b,t,f,s,g
p,f,y,g,f,f,v,d
p,x,y,g,f,f,v,d
p,x,f,y,f,f,y,g
p,x,f,y,f,f,y,g
p,x,y,y,f,f,v,g
e,f,y,g,t,n,y,d
p,f,y,y,f,f,y,p
p,x,y,g,f,f,y,p
p,f,f,y,f,f,v,g
p,f,y,y,f,f,v,p
p,f,f,y,f,f,y,d
p,x,y,g,f,f,v,p
p,f,f,g,f,f,y,g
p,x,y,g,f,f,y,p
p,x,f,p,f,c,s,d
p,x,y,y,f,f,y,d
p,x,f,y,f,f,y,g
p,f,f,y,f,f,y,g
p,x,y,g,f,f,v,g
p,f,f,g,f,f,v,g
p,x,y,g,f,f,v,d
p,x,f,y,f,f,y,g
p,x,f,y,f,f,v,p
p,x,y,g,f,f,y,d
p,x,y,y,f,f,v,d
p,f,y,g,f,f,y,p
p,f,y,g,f,f,v,d
p,x,f,y,f,f,y,p
e,k,y,n,f,n,v,l
p,f,f,g,f,f,y,p
p,x,y,y,f,f,y,g
p,f,f,y,f,f,y,g
p,x,y,g,f,f,v,d
p,x,f,g,f,f,y,p
p,f,f,y,f,f,v,g
e,f,s,p,t,n,c,w
p,f,f,y,f,f,v,p
p,x,f,y,f,f,y,d
p,x,y,g,f,f,y,d
p,f,y,g,f,f,y,p
p,x,f,y,f,f,v,d
p,f,y,g,f,f,y,g
p,f,y,g,f,f,v,g
e,k,s,p,t,n,c,w
p,x,f,y,f,f,v,d
p,f,f,y,f,f,v,p
p,f,f,g,f,f,y,p
p,f,f,g,f,f,v,g
p,x,f,y,f,f,y,p
p,f,f,g,f,f,y,p
p,x,y,g,f,f,y,g
p,f,y,y,f,f,y,g
p,f,f,g,f,f,y,d
p,x,f,y,f,f,v,d
p,f,f,g,f,f,v,g
p,f,f,g,f,f,y,d
p,f,f,y,f,f,y,g
e,f,y,g,t,n,y,d
p,f,y,g,f,f,y,d
p,f,y,g,f,f,v,d
p,f,y,g,f,f,v,g
p,x,y,y,f,f,v,g
p,x,y,g,f,f,y,g
p,x,y,y,f,f,y,p
p,f,f,y,f,f,y,d
p,x,f,y,f,f,v,g
p,x,y,y,f,f,y,p
p,f,f,g,f,f,v,g
p,x,f,y,f,f,v,d
p,f,f,g,f,f,v,g
p,f,y,g,f,f,y,d
p,f,f,g,f,f,y,g
p,f,y,y,f,f,v,g
p,f,f,g,f,f,y,g
p,x,f,y,f,f,y,p
p,f,y,g,f,f,y,g
p,f,y,g,f,f,y,g
p,f,y,g,f,f,v,p
e,x,y,r,f,n,v,d
p,f,y,y,f,f,y,g
p,x,f,y,f,f,y,d
p,x,y,n,f,s,v,p
p,f,y,y,f,f,v,d
p,k,y,n,f,n,v,d
p,f,f,y,f,f,y,d
p,x,y,g,f,f,v,d
p,x,y,g,f,f,y,g
p,f,y,g,f,f,y,g
p,x,f,y,f,f,v,d
p,x,f,g,f,f,v,d
p,x,y,g,f,f,v,d
p,x,y,g,f,f,y,g
p,x,y,g,f,f,y,g
e,f,y,e,t,n,y,d
p,f,f,y,f,f,y,p
p,x,y,y,f,f,v,g
p,f,f,y,f,f,v,g
p,x,f,y,f,f,v,p
p,f,f,g,f,f,y,g
p,f,f,g,f,f,v,g
p,x,y,y,f,f,y,g
p,f,s,b,t,f,s,u
p,x,y,g,f,f,v,g
p,x,y,y,f,f,v,p
p,f,f,g,f,f,v,p
p,f,y,g,f,f,y,d
p,f,f,y,f,f,v,d
p,f,y,g,f,f,y,g
p,x,y,g,f,f,v,g
e,x,s,e,t,n,c,w
p,f,f,g,f,f,v,d
p,f,f,y,f,f,y,d
p,f,y,g,f,f,y,d
p,x,y,y,f,f,y,p
p,f,y,g,f,f,v,d
